index,project,body,methodName,relativePath,absolutePath,javaDoc,spanMethod,coverage,tokensPerMethod,tokensFirstLine,javaDocFirstSentence,perturbed_eval_1,pegasusPerturbed,pegagusPerturbedEntropy,pivotingPerturbed
816,cdk,"private static boolean has2DCoordinates(List<IBond> bonds){
    for (IBond bond : bonds) {
        if (bond.getBegin().getPoint2d() == null || bond.getEnd().getPoint2d() == null)
            return false;
    }
    return true;
}",has2DCoordinates,org/openscience/cdk/hash/stereo/GeometricCumulativeDoubleBondFactory.java,/tool/hash/src/main/java/org/openscience/cdk/hash/stereo/GeometricCumulativeDoubleBondFactory.java,"/**
     * Check if all atoms in the bond list have 2D coordinates. There is some
     * redundant checking but the list will typically be short.
     *
     * @param bonds the bonds to check
     * @return whether all atoms have 2D coordinates
     */",292-304,"('has2DCoordinates', {'INSTRUCTION': {'covered': 23, 'missed': 0}, 'BRANCH': {'covered': 5, 'missed': 1}, 'LINE': {'covered': 4, 'missed': 0}, 'COMPLEXITY': {'covered': 3, 'missed': 1}, 'METHOD': {'covered': 1, 'missed': 0}})",54.0,12.0,Check if all atoms in the bond list have 2D coordinates.,Verify if all atoms in the bond list have 2D coordinates or not,"If all the atoms in the bond list have 2D coordinates, you should check them.",0.253433606725007,Check if all the atoms in the list of bonds have 2D coordinates.
817,cdk,"public static Rectangle2D shiftContainer(IAtomContainer container, Rectangle2D bounds, Rectangle2D last, double gap){
    if (last.getMaxX() + gap >= bounds.getMinX()) {
        double xShift = last.getMaxX() + gap - bounds.getMinX();
        Vector2d shift = new Vector2d(xShift, 0.0);
        GeometryTools.translate2D(container, shift);
        return new Rectangle2D.Double(bounds.getX() + xShift, bounds.getY(), bounds.getWidth(), bounds.getHeight());
    } else {
        return bounds;
    }
}",shiftContainer,org/openscience/cdk/geometry/GeometryTools.java,/legacy/src/main/java/org/openscience/cdk/geometry/GeometryTools.java,"/**
     * Shift the container horizontally to the right to make its bounds not
     * overlap with the other bounds.
     *
     * @param container the {@link IAtomContainer} to shift to the right
     * @param bounds    the {@link Rectangle2D} of the {@link IAtomContainer}
     *                  to shift
     * @param last      the bounds that is used as reference
     * @param gap       the gap between the two {@link Rectangle2D}s
     * @return          the {@link Rectangle2D} of the {@link IAtomContainer}
     *                  after the shift
     */",1637-1660,"('shiftContainer', {'INSTRUCTION': {'covered': 39, 'missed': 2}, 'BRANCH': {'covered': 1, 'missed': 1}, 'LINE': {'covered': 5, 'missed': 1}, 'COMPLEXITY': {'covered': 1, 'missed': 1}, 'METHOD': {'covered': 1, 'missed': 0}})",113.0,18.0,Shift the container horizontally to the right to make its bounds not  overlap with the other bounds.,This method shifts the given container horizontally from left to the right to make its bounds not overlap with the other bounds,The container's bounds should not overlap with the other bounds.,0.337983073458898,Move the container horizontally to the right so that its boundaries do not overlap with the other boundaries.
818,cdk,"public boolean hasNext(){
    if (nextAvailableIsKnown) {
        return hasNext;
    }
    hasNext = false;
    nextMolecule = null;
    try {
        currentFormat = (IChemFormat) MDLFormat.getInstance();
        int lineNum = 0;
        buffer.setLength(0);
        while ((currentLine = input.readLine()) != null) {
            buffer.append(currentLine).append(LINE_SEPARATOR);
            lineNum++;
            if (lineNum == 4) {
                Matcher versionMatcher = MDL_VERSION.matcher(currentLine);
                if (versionMatcher.find()) {
                    currentFormat = ""2000"".equals(versionMatcher.group(1)) ? (IChemFormat) MDLV2000Format.getInstance() : (IChemFormat) MDLV3000Format.getInstance();
                }
            }
            if (currentLine.startsWith(M_END)) {
                logger.debug(""MDL file part read: "", buffer);
                IAtomContainer molecule = null;
                try {
                    ISimpleChemObjectReader reader = getReader(currentFormat);
                    reader.setReader(new StringReader(buffer.toString()));
                    molecule = reader.read(builder.newAtomContainer());
                } catch (Exception exception) {
                    logger.error(""Error while reading next molecule: "" + exception.getMessage());
                    logger.debug(exception);
                }
                if (molecule != null) {
                    readDataBlockInto(molecule);
                    hasNext = true;
                    nextAvailableIsKnown = true;
                    nextMolecule = molecule;
                    return true;
                } else if (skip) {
                    String line;
                    while ((line = input.readLine()) != null) {
                        if (line.startsWith(SDF_RECORD_SEPARATOR)) {
                            break;
                        }
                    }
                } else {
                    return false;
                }
                buffer.setLength(0);
                lineNum = 0;
            }
            if (currentLine.startsWith(SDF_RECORD_SEPARATOR)) {
                buffer.setLength(0);
                lineNum = 0;
            }
        }
    } catch (IOException exception) {
        logger.error(""Error while reading next molecule: "" + exception.getMessage());
        logger.debug(exception);
    }
    return false;
}",hasNext,org/openscience/cdk/io/iterator/IteratingSDFReader.java,/storage/ctab/src/main/java/org/openscience/cdk/io/iterator/IteratingSDFReader.java,"/**
     * Returns true if another {@link IAtomContainer} can be read.
     */",217-304,"('hasNext', {'INSTRUCTION': {'covered': 157, 'missed': 27}, 'BRANCH': {'covered': 18, 'missed': 4}, 'LINE': {'covered': 40, 'missed': 7}, 'COMPLEXITY': {'covered': 8, 'missed': 4}, 'METHOD': {'covered': 1, 'missed': 0}})",368.0,13.0,Returns true if another {@link IAtomContainer} can be read.,Check if the another IAtomContainer can be read,"If another @link IAtomContainer can be read, this is true.",1.01752169623892,Returns true if another {@link IAtomContainer} can be read.
819,cdk,"TextOutline positionSubscript(TextOutline label, TextOutline subscript){
    final Rectangle2D hydrogenBounds = label.getBounds();
    final Rectangle2D hydrogenCountBounds = subscript.getBounds();
    subscript = subscript.translate((hydrogenBounds.getMaxX() + padding) - hydrogenCountBounds.getMinX(), (hydrogenBounds.getMaxY() + (hydrogenCountBounds.getHeight() / 2)) - hydrogenCountBounds.getMaxY());
    return subscript;
}",positionSubscript,org/openscience/cdk/renderer/generators/standard/StandardAtomGenerator.java,/display/renderbasic/src/main/java/org/openscience/cdk/renderer/generators/standard/StandardAtomGenerator.java,"/**
     * Positions an outline in the subscript position relative to another 'primary' label.
     *
     * @param label     a label outline
     * @param subscript the label outline to position as subscript
     * @return positioned subscript outline
     */",462-475,"('positionSubscript', {'INSTRUCTION': {'covered': 29, 'missed': 0}, 'LINE': {'covered': 5, 'missed': 0}, 'COMPLEXITY': {'covered': 1, 'missed': 0}, 'METHOD': {'covered': 1, 'missed': 0}})",81.0,14.0,Positions an outline in the subscript position relative to another 'primary' label.,Move the outline in the subscript position relative to another 'primary' label,An outline is placed in the subscript position.,0.438770897641128,"Positions an outline in the subscript position relative to another ""primary"" label."
820,cdk,"public int firstIndexOfDifference(Permutation other){
    int r = 0;
    while ((r < values.length) && values[r] == other.get(r)) {
        r++;
    }
    return r;
}",firstIndexOfDifference,org/openscience/cdk/group/Permutation.java,/tool/group/src/main/java/org/openscience/cdk/group/Permutation.java,"/**
     * Find an r such that this[r] != other[r].
     * @param other the other permutation to compare with
     * @return the first point at which the two permutations differ
     */",140-151,"('firstIndexOfDifference', {'INSTRUCTION': {'covered': 19, 'missed': 0}, 'BRANCH': {'covered': 4, 'missed': 0}, 'LINE': {'covered': 4, 'missed': 0}, 'COMPLEXITY': {'covered': 3, 'missed': 0}, 'METHOD': {'covered': 1, 'missed': 0}})",44.0,16.0,Find an r such that this[r] != other[r].,Return the index such that this[index] != other[index].,Find an r such that this is the other.,0.478617271546198,Find an r such as this[r]!= other[r].
821,tablesaw,"protected PrimitiveIterator.OfInt sourceRowNumberIterator(){
    if (this.isSorted()) {
        return Arrays.stream(sortOrder).iterator();
    } else if (this.hasSelection()) {
        return selection.iterator();
    }
    return Selection.withRange(0, table.rowCount()).iterator();
}",sourceRowNumberIterator,tech/tablesaw/table/TableSlice.java,/core/src/main/java/tech/tablesaw/table/TableSlice.java,"/**
   * IntIterator of source table row numbers that are present in this view. This can be used to in
   * combination with the source table to iterate over the cells of a column in a sorted order
   * without copying the column.
   *
   * @return an int iterator of row numbers in the source table that are present in this view.
   */",191-205,"('sourceRowNumberIterator', {'INSTRUCTION': {'covered': 22, 'missed': 0}, 'BRANCH': {'covered': 4, 'missed': 0}, 'LINE': {'covered': 5, 'missed': 0}, 'COMPLEXITY': {'covered': 3, 'missed': 0}, 'METHOD': {'covered': 1, 'missed': 0}})",67.0,13.0,IntIterator of source table row numbers that are present in this view.,Creates the IntIterator of source table row numbers that are present in this view,There are source table row numbers in this view.,0.206926173967,IntIterator of the row numbers of the source table present in this view.
822,cdk,"static IAtomContainer apply(IAtomContainer container){
    int n = container.getAtomCount();
    int[] valences = new int[n];
    Map<IAtom, Integer> atomToIndex = new HashMap<>(2 * n);
    for (IAtom atom : container.atoms()) atomToIndex.put(atom, atomToIndex.size());
    // compute the bond order sums
    for (IBond bond : container.bonds()) {
        int u = atomToIndex.get(bond.getBegin());
        int v = atomToIndex.get(bond.getEnd());
        int bondOrder = bond.getOrder().numeric();
        valences[u] += bondOrder;
        valences[v] += bondOrder;
    }
    for (int i = 0; i < n; i++) {
        IAtom atom = container.getAtom(i);
        Integer charge = atom.getFormalCharge();
        Integer element = atom.getAtomicNumber();
        if (element == null)
            continue;
        // unset = 0 in this case
        charge = charge == null ? 0 : charge;
        int explicit = valences[i];
        // if there was a valence read from the mol file use that otherwise
        // use the default value from the valence model to set the correct
        // number of implied hydrogens
        if (atom.getValency() != null) {
            atom.setImplicitHydrogenCount(atom.getValency() - explicit);
        } else {
            int implicit = implicitValence(element, charge, valences[i]);
            atom.setImplicitHydrogenCount(implicit - explicit);
            atom.setValency(implicit);
        }
    }
    return container;
}",apply,org/openscience/cdk/io/MDLValence.java,/storage/ctab/src/main/java/org/openscience/cdk/io/MDLValence.java,"/**
     * Apply the MDL valence model to the provided atom container.
     *
     * @param container an atom container loaded from an MDL format
     * @return the container (for convenience)
     */",54-107,"('apply', {'INSTRUCTION': {'covered': 139, 'missed': 3}, 'BRANCH': {'covered': 10, 'missed': 2}, 'LINE': {'covered': 25, 'missed': 0}, 'COMPLEXITY': {'covered': 5, 'missed': 2}, 'METHOD': {'covered': 1, 'missed': 0}})",271.0,11.0,Apply the MDL valence model to the provided atom container.,This method applies the MDL valence model to the provided atom container.,The provided atom container has a MDL model applied to it.,0.267411522528055,Apply the MDL valence model to the supplied atom container.
823,cdk,"public static List<IAtomContainer> sample(IAtomContainer ac){
    LOGGER.debug(""RandomGenerator->mutate() Start"");
    List<IAtomContainer> structures = new ArrayList<IAtomContainer>();
    int nrOfAtoms = ac.getAtomCount();
    double a11 = 0, a12 = 0, a22 = 0, a21 = 0;
    double b11 = 0, lowerborder = 0, upperborder = 0;
    double b12 = 0;
    double b21 = 0;
    double b22 = 0;
    double[] cmax = new double[4];
    double[] cmin = new double[4];
    IAtomContainer newAc = null;
    IAtom ax1 = null, ax2 = null, ay1 = null, ay2 = null;
    IBond b1 = null, b2 = null, b3 = null, b4 = null;
    // int[] choices = new int[3];
    /* We need at least two non-zero bonds in order to be successful */
    int nonZeroBondsCounter = 0;
    for (int x1 = 0; x1 < nrOfAtoms; x1++) {
        for (int x2 = x1 + 1; x2 < nrOfAtoms; x2++) {
            for (int y1 = x2 + 1; y1 < nrOfAtoms; y1++) {
                for (int y2 = y1 + 1; y2 < nrOfAtoms; y2++) {
                    nonZeroBondsCounter = 0;
                    ax1 = ac.getAtom(x1);
                    ay1 = ac.getAtom(y1);
                    ax2 = ac.getAtom(x2);
                    ay2 = ac.getAtom(y2);
                    /* Get four bonds for these four atoms */
                    b1 = ac.getBond(ax1, ay1);
                    if (b1 != null) {
                        a11 = BondManipulator.destroyBondOrder(b1.getOrder());
                        nonZeroBondsCounter++;
                    } else {
                        a11 = 0;
                    }
                    b2 = ac.getBond(ax1, ay2);
                    if (b2 != null) {
                        a12 = BondManipulator.destroyBondOrder(b2.getOrder());
                        nonZeroBondsCounter++;
                    } else {
                        a12 = 0;
                    }
                    b3 = ac.getBond(ax2, ay1);
                    if (b3 != null) {
                        a21 = BondManipulator.destroyBondOrder(b3.getOrder());
                        nonZeroBondsCounter++;
                    } else {
                        a21 = 0;
                    }
                    b4 = ac.getBond(ax2, ay2);
                    if (b4 != null) {
                        a22 = BondManipulator.destroyBondOrder(b4.getOrder());
                        nonZeroBondsCounter++;
                    } else {
                        a22 = 0;
                    }
                    if (nonZeroBondsCounter > 1) {
                        /*
                             * Compute the range for b11 (see Faulons formulae
                             * for details)
                             */
                        cmax[0] = 0;
                        cmax[1] = a11 - a22;
                        cmax[2] = a11 + a12 - 3;
                        cmax[3] = a11 + a21 - 3;
                        cmin[0] = 3;
                        cmin[1] = a11 + a12;
                        cmin[2] = a11 + a21;
                        cmin[3] = a11 - a22 + 3;
                        lowerborder = MathTools.max(cmax);
                        upperborder = MathTools.min(cmin);
                        for (b11 = lowerborder; b11 <= upperborder; b11++) {
                            if (b11 != a11) {
                                b12 = a11 + a12 - b11;
                                b21 = a11 + a21 - b11;
                                b22 = a22 - a11 + b11;
                                LOGGER.debug(""Trying atom combination : "" + x1 + "":"" + x2 + "":"" + y1 + "":"" + y2);
                                try {
                                    newAc = (IAtomContainer) ac.clone();
                                    change(newAc, x1, y1, x2, y2, b11, b12, b21, b22);
                                    if (ConnectivityChecker.isConnected(newAc)) {
                                        structures.add(newAc);
                                    } else {
                                        LOGGER.debug(""not connected"");
                                    }
                                } catch (CloneNotSupportedException e) {
                                    LOGGER.error(""Cloning exception: "" + e.getMessage());
                                    LOGGER.debug(e);
                                }
                            }
                        }
                    }
                }
            }
        }
    }
    return structures;
}",sample,org/openscience/cdk/structgen/VicinitySampler.java,/tool/structgen/src/main/java/org/openscience/cdk/structgen/VicinitySampler.java,"/**
     * Choose any possible quadruple of the set of atoms
     * in ac and establish all of the possible bonding schemes according to
     * Faulon's equations.
     */",53-163,"('sample', {'INSTRUCTION': {'covered': 307, 'missed': 18}, 'BRANCH': {'covered': 23, 'missed': 1}, 'LINE': {'covered': 66, 'missed': 4}, 'COMPLEXITY': {'covered': 12, 'missed': 1}, 'METHOD': {'covered': 1, 'missed': 0}})",693.0,25.0,Choose any possible quadruple of the set of atoms  in ac and establish all of the possible bonding schemes according to  Faulon's equations.,Sample any possible quadruple of the set of atoms in ac and establish all of the possible bonding schemes according to Faulon's equations,Pick any possible set of atoms in ac and then use the equations of Faulon to create bonding schemes.,0.393632317962405,Choose any possible quadruple of the set of atoms in ac and establish all possible bonding schemes according to Faulon's equations.
824,cdk,"private IAtom findAtomByPosition(IAtomContainer container, int position){
    String pos = String.valueOf(position);
    for (IAtom atom : container.atoms()) {
        if (atom.getID().equals(pos))
            return atom;
    }
    return null;
}",findAtomByPosition,org/openscience/cdk/tautomers/InChITautomerGenerator.java,/tool/tautomer/src/main/java/org/openscience/cdk/tautomers/InChITautomerGenerator.java,"/**
     * Helper method that locates an atom based on its InChI atom table
     * position, which has been set as ID.
     * @param container input container
     * @param position InChI atom table position
     * @return atom on the position
     */",624-637,"('findAtomByPosition', {'INSTRUCTION': {'covered': 22, 'missed': 2}, 'BRANCH': {'covered': 3, 'missed': 1}, 'LINE': {'covered': 4, 'missed': 1}, 'COMPLEXITY': {'covered': 2, 'missed': 1}, 'METHOD': {'covered': 1, 'missed': 0}})",54.0,21.0,"Helper method that locates an atom based on its InChI atom table  position, which has been set as ID.","This method locates an atom based on its InChI atom table position, which has been set as ID.",The method locates an atom by looking at the InChI atom table position.,0.646215500777016,"An assistive method that locates an atom based on its InChI atom table position, which has been defined as ID."
825,cdk,"private String[] generateOrderE(){
    String[] listElements = new String[] { ""C"", ""H"", ""O"", ""N"", ""Si"", ""P"", ""S"", ""F"", ""Cl"", ""Br"", ""I"", ""Sn"", ""B"", ""Pb"", ""Tl"", ""Ba"", ""In"", ""Pd"", ""Pt"", ""Os"", ""Ag"", ""Zr"", ""Se"", ""Zn"", ""Cu"", ""Ni"", ""Co"", ""Fe"", ""Cr"", ""Ti"", ""Ca"", ""K"", ""Al"", ""Mg"", ""Na"", ""Ce"", ""Hg"", ""Au"", ""Ir"", ""Re"", ""W"", ""Ta"", ""Hf"", ""Lu"", ""Yb"", ""Tm"", ""Er"", ""Ho"", ""Dy"", ""Tb"", ""Gd"", ""Eu"", ""Sm"", ""Pm"", ""Nd"", ""Pr"", ""La"", ""Cs"", ""Xe"", ""Te"", ""Sb"", ""Cd"", ""Rh"", ""Ru"", ""Tc"", ""Mo"", ""Nb"", ""Y"", ""Sr"", ""Rb"", ""Kr"", ""As"", ""Ge"", ""Ga"", ""Mn"", ""V"", ""Sc"", ""Ar"", ""Ne"", ""Be"", ""Li"", ""Tl"", ""Pb"", ""Bi"", ""Po"", ""At"", ""Rn"", ""Fr"", ""Ra"", ""Ac"", ""Th"", ""Pa"", ""U"", ""Np"", ""Pu"" };
    return listElements;
}",generateOrderE,org/openscience/cdk/formula/MassToFormulaTool.java,/legacy/src/main/java/org/openscience/cdk/formula/MassToFormulaTool.java,"/**
     * generate the order of the Elements according probability occurrence.,
     * beginning the C, H, O, N, Si, P, S, F, Cl, Br, I, Sn, B, Pb, Tl, Ba, In, Pd,
     * Pt, Os, Ag, Zr, Se, Zn, Cu, Ni, Co, Fe, Cr, Ti, Ca, K, Al, Mg, Na, Ce,
     * Hg, Au, Ir, Re, W, Ta, Hf, Lu, Yb, Tm, Er, Ho, Dy, Tb, Gd, Eu, Sm, Pm,
     * Nd, Pr, La, Cs, Xe, Te, Sb, Cd, Rh, Ru, Tc, Mo, Nb, Y, Sr, Rb, Kr, As,
     * Ge, Ga, Mn, V, Sc, Ar, Ne, Be, Li, Tl, Pb, Bi, Po, At, Rn, Fr, Ra, Ac,
     * Th, Pa, U, Np, Pu.
     *
     * @return  Array with the elements ordered.
     *
     */",438-458,"('generateOrderE', {'INSTRUCTION': {'covered': 385, 'missed': 0}, 'LINE': {'covered': 2, 'missed': 0}, 'COMPLEXITY': {'covered': 1, 'missed': 0}, 'METHOD': {'covered': 1, 'missed': 0}})",213.0,10.0,generate the order of the Elements according probability occurrence.,This method defines the order of the Elements according probability occurrence,The order of the Elements can be generated.,0.492583832220475,generate the order of the elements according to the probability occurrence.
826,cdk,"public DescriptorValue calculate(IAtomContainer mol){
    mol = clone(mol);
    int lipinskifailures = 0;
    IMolecularDescriptor xlogP = new XLogPDescriptor();
    Object[] xlogPparams = { checkAromaticity, Boolean.TRUE };
    try {
        xlogP.setParameters(xlogPparams);
        double xlogPvalue = ((DoubleResult) xlogP.calculate(mol).getValue()).doubleValue();
        IMolecularDescriptor acc = new HBondAcceptorCountDescriptor();
        Object[] hBondparams = { checkAromaticity };
        acc.setParameters(hBondparams);
        int acceptors = ((IntegerResult) acc.calculate(mol).getValue()).intValue();
        IMolecularDescriptor don = new HBondDonorCountDescriptor();
        don.setParameters(hBondparams);
        int donors = ((IntegerResult) don.calculate(mol).getValue()).intValue();
        IMolecularDescriptor mw = new WeightDescriptor();
        Object[] mwparams = { ""*"" };
        mw.setParameters(mwparams);
        double mwvalue = ((DoubleResult) mw.calculate(mol).getValue()).doubleValue();
        IMolecularDescriptor rotata = new RotatableBondsCountDescriptor();
        Object[] rotatableBondsParams = { false, true };
        rotata.setParameters(rotatableBondsParams);
        int rotatablebonds = ((IntegerResult) rotata.calculate(mol).getValue()).intValue();
        if (xlogPvalue > 5.0) {
            lipinskifailures += 1;
        }
        if (acceptors > 10) {
            lipinskifailures += 1;
        }
        if (donors > 5) {
            lipinskifailures += 1;
        }
        if (mwvalue > 500.0) {
            lipinskifailures += 1;
        }
        if (rotatablebonds > 10.0) {
            lipinskifailures += 1;
        }
    } catch (CDKException e) {
        new DescriptorValue(getSpecification(), getParameterNames(), getParameters(), new IntegerResult((int) Double.NaN), getDescriptorNames(), e);
    }
    return new DescriptorValue(getSpecification(), getParameterNames(), getParameters(), new IntegerResult(lipinskifailures), getDescriptorNames());
}",calculate,org/openscience/cdk/qsar/descriptors/molecular/RuleOfFiveDescriptor.java,/descriptor/qsarmolecular/src/main/java/org/openscience/cdk/qsar/descriptors/molecular/RuleOfFiveDescriptor.java,"/**
     *  the method take a boolean checkAromaticity: if the boolean is true, it means that
     *  aromaticity has to be checked.
     *
     *@param  mol   AtomContainer for which this descriptor is to be calculated
     *@return    The number of failures of the Lipinski rule
     */",136-199,"('calculate', {'INSTRUCTION': {'covered': 156, 'missed': 20}, 'BRANCH': {'covered': 8, 'missed': 2}, 'LINE': {'covered': 32, 'missed': 5}, 'COMPLEXITY': {'covered': 4, 'missed': 2}, 'METHOD': {'covered': 1, 'missed': 0}})",383.0,22.0,"the method take a boolean checkAromaticity: if the boolean is true, it means that  aromaticity has to be checked.",Check if the aromaticity of the input has been previously checked,"If the boolean is true, it means that aromaticity has to be checked.",0.642492097252484,"the method takes a Boolean controlAromaticity: if the Boolean is true, it means that the aromaticity must be checked."
827,shardingsphere-elasticjob,"public List<TaskRunningStatistics> findTaskRunningStatisticsWeekly(){
    if (!isRdbConfigured()) {
        return Collections.emptyList();
    }
    return rdbRepository.findTaskRunningStatistics(StatisticTimeUtils.getStatisticTime(StatisticInterval.DAY, -7));
}",findTaskRunningStatisticsWeekly,org/apache/shardingsphere/elasticjob/cloud/scheduler/statistics/StatisticManager.java,/elasticjob-cloud/elasticjob-cloud-scheduler/src/main/java/org/apache/shardingsphere/elasticjob/cloud/scheduler/statistics/StatisticManager.java,"/**
     * Get the collection of task statistics in the most recent week.
     * 
     * @return Collection of running task statistics data objects
     */",225-235,"('findTaskRunningStatisticsWeekly', {'INSTRUCTION': {'covered': 12, 'missed': 0}, 'BRANCH': {'covered': 2, 'missed': 0}, 'LINE': {'covered': 3, 'missed': 0}, 'COMPLEXITY': {'covered': 2, 'missed': 0}, 'METHOD': {'covered': 1, 'missed': 0}})",44.0,12.0,Get the collection of task statistics in the most recent week.,Find the collection of task statistics in the most recent week,The collection of task statistics is available.,0.113247346116951,Get the most recent week's task statistics collection.
828,jeromq,"public String popString(){
    ZFrame frame = pop();
    if (frame == null) {
        return null;
    }
    return frame.toString();
}",popString,org/zeromq/ZMsg.java,/src/main/java/org/zeromq/ZMsg.java,"/**
     * Pop a ZFrame and return the toString() representation of it.
     *
     * @return toString version of pop'ed frame, or null if no frame exists.
     */",687-700,"('popString', {'INSTRUCTION': {'covered': 10, 'missed': 0}, 'BRANCH': {'covered': 2, 'missed': 0}, 'LINE': {'covered': 4, 'missed': 0}, 'COMPLEXITY': {'covered': 2, 'missed': 0}, 'METHOD': {'covered': 1, 'missed': 0}})",32.0,13.0,Pop a ZFrame and return the toString() representation of it.,Remove a ZFrame and return the toString() representation of it,Return the toString() representation of the ZFrame.,0.583365391442508,Display a ZFrame and return the toString() representation of it.
829,glowstone,"public boolean readFloatList(@NonNls String key, Consumer<? super List<Float>> consumer){
    return readList(key, TagType.FLOAT, consumer);
}",readFloatList,net/glowstone/util/nbt/CompoundTag.java,/src/main/java/net/glowstone/util/nbt/CompoundTag.java,"/**
     * Applies the given function to a list subtag if it is present and its contents are float
     * tags.
     *
     * @param key the key to look up
     * @param consumer the function to apply
     * @return true if the tag exists and was passed to the consumer; false otherwise
     */",596-606,"('readFloatList', {'INSTRUCTION': {'covered': 6, 'missed': 0}, 'LINE': {'covered': 1, 'missed': 0}, 'COMPLEXITY': {'covered': 1, 'missed': 0}, 'METHOD': {'covered': 1, 'missed': 0}})",34.0,19.0,Applies the given function to a list subtag if it is present and its contents are float  tags.,Read the float list if it is present,"If the function is present and the contents are float tags, apply it to the list subtag.",0.512949622910349,Applies the given function to a list subtag if it is present and its contents consist of floating tags.
830,cdk,"private double calculateSquaredDistanceBetweenTwoAtoms(IAtom atom1, IAtom atom2){
    double distance = 0;
    double tmp = 0;
    Point3d firstPoint = atom1.getPoint3d();
    Point3d secondPoint = atom2.getPoint3d();
    tmp = firstPoint.distance(secondPoint);
    distance = tmp * tmp;
    return distance;
}",calculateSquaredDistanceBetweenTwoAtoms,org/openscience/cdk/charges/InductivePartialCharges.java,/tool/charges/src/main/java/org/openscience/cdk/charges/InductivePartialCharges.java,"/**
     *  Evaluate the square of the Euclidean distance between two atoms.
     *
     *@param  atom1  first atom
     *@param  atom2  second atom
     *@return        squared distance between the 2 atoms
     */",372-387,"('calculateSquaredDistanceBetweenTwoAtoms', {'INSTRUCTION': {'covered': 20, 'missed': 0}, 'LINE': {'covered': 7, 'missed': 0}, 'COMPLEXITY': {'covered': 1, 'missed': 0}, 'METHOD': {'covered': 1, 'missed': 0}})",58.0,11.0,Evaluate the square of the Euclidean distance between two atoms.,This method calculates the square of the Euclidean distance between two atoms,Evaluate the distance between two atoms.,0.0744706836657519,Evaluate the square of the Euclidean distance between two atoms.
831,cdk,"static void reverse(List<String> tokens){
    Collections.reverse(tokens);
    Deque<String> numbers = new ArrayDeque<>();
    for (int i = 0; i < tokens.size(); i++) {
        String token = tokens.get(i);
        if (token.equals(""("")) {
            tokens.set(i, "")"");
            String num = numbers.pop();
            if (!num.isEmpty()) {
                tokens.add(i + 1, num);
                i++;
            }
        } else if (token.equals("")"")) {
            tokens.set(i, ""("");
            if (i > 0 && isNumber(tokens.get(i - 1))) {
                numbers.push(tokens.remove(i - 1));
                i--;
            } else {
                numbers.push("""");
            }
        }
    }
}",reverse,org/openscience/cdk/renderer/generators/standard/AbbreviationLabel.java,/display/renderbasic/src/main/java/org/openscience/cdk/renderer/generators/standard/AbbreviationLabel.java,"/**
     * Reverse a list of tokens for display, flipping
     * brackets as needed.
     *
     * @param tokens list of tokens
     */",270-300,"('reverse', {'INSTRUCTION': {'covered': 76, 'missed': 0}, 'BRANCH': {'covered': 11, 'missed': 1}, 'LINE': {'covered': 18, 'missed': 0}, 'COMPLEXITY': {'covered': 6, 'missed': 1}, 'METHOD': {'covered': 1, 'missed': 0}})",184.0,13.0,"Reverse a list of tokens for display, flipping  brackets as needed.","This method reverses a list of tokens for display, flipping brackets as needed",Pull the list of token and flip them as needed.,0.322845809017359,"Invert a list of tokens to display, flipping the square brackets if necessary."
832,sonar-cxx,"public String toString(){
    var stream = new ByteArrayOutputStream();
    save(stream);
    return stream.toString(StandardCharsets.UTF_8);
}",toString,org/sonar/cxx/config/CxxSquidConfiguration.java,/cxx-squid/src/main/java/org/sonar/cxx/config/CxxSquidConfiguration.java,"/**
   * Returns a string representation of the object: XML/UTF-8 encoded.
   *
   * @return object XML encoded
   */",404-413,"('toString', {'INSTRUCTION': {'covered': 11, 'missed': 0}, 'LINE': {'covered': 3, 'missed': 0}, 'COMPLEXITY': {'covered': 1, 'missed': 0}, 'METHOD': {'covered': 1, 'missed': 0}})",30.0,11.0,Returns a string representation of the object: XML/UTF-8 encoded.,Get the string representation of the input object encoded in XML/UTF-8,The object is represented by a string.,0.663478655368489,Returns a string representation of the encoded XML/UTF-8 object.
833,weblogic-kubernetes-operator,"public void scheduleOnce(long timeout, TimeUnit unit, Runnable runnable){
    this.owner.getExecutor().schedule(runnable, timeout, unit);
}",scheduleOnce,oracle/kubernetes/operator/work/Fiber.java,/operator/src/main/java/oracle/kubernetes/operator/work/Fiber.java,"/**
   * Use this fiber's executor to schedule an operation for some time in the future.
   * @param timeout the interval before the check should run, in units
   * @param unit the unit of time that defines the interval
   * @param runnable the operation to run
   */",106-115,"('scheduleOnce', {'INSTRUCTION': {'covered': 9, 'missed': 0}, 'LINE': {'covered': 2, 'missed': 0}, 'COMPLEXITY': {'covered': 1, 'missed': 0}, 'METHOD': {'covered': 1, 'missed': 0}})",32.0,16.0,Use this fiber's executor to schedule an operation for some time in the future.,Schedule an operation at the given time in the future,Use the fiber's executor to schedule an operation in the future.,0.294299937812538,Use the executor of this fiber to schedule an operation for a certain time in the future.
